"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000180573.9",555,499,1093,468,1069,912,813,713
"ENSG00000180574.3",72,1,57,13,1,54,49,53
"ENSG00000180581.7",42,4,68,20,113,103,34,53
"ENSG00000180592.16",48,37,37,20,24,29,24,29
"ENSG00000180596.7",19,23,59,15,62,56,50,39
"ENSG00000180610.10",1,1,1,0,1,3,3,0
"ENSG00000180611.6",81,111,117,75,110,204,90,143
"ENSG00000180613.10",0,0,2,6,0,0,0,1
"ENSG00000180616.8",19,19,26,8,35,17,17,17
"ENSG00000180626.9",132,75,193,81,217,244,160,130
"ENSG00000180628.14",809,843,841,844,974,1337,870,1131
"ENSG00000180638.17",3,3,4,1,0,3,3,4
"ENSG00000180644.7",0,1,0,0,2,0,0,0
"ENSG00000180658.4",0,0,0,0,0,0,0,8
"ENSG00000180660.7",68,74,113,69,74,81,64,68
"ENSG00000180667.10",239,210,246,196,198,373,174,274
"ENSG00000180694.13",736,1315,568,643,874,1062,546,859
"ENSG00000180708.5",2,1,0,0,1,1,1,2
"ENSG00000180712.3",7,2,1,2,2,3,0,1
"ENSG00000180720.7",0,0,2,1,2,2,0,0
"ENSG00000180730.4",1,2,0,3,0,2,1,0
"ENSG00000180739.13",0,1,1,0,3,3,1,2
"ENSG00000180745.4",0,0,1,0,0,0,2,1
"ENSG00000180747.15",65,150,243,131,168,318,158,141
"ENSG00000180758.11",90,74,94,52,90,116,99,94
"ENSG00000180764.13",7,20,9,7,10,14,6,5
"ENSG00000180769.8",250,144,260,138,179,147,269,226
"ENSG00000180773.14",420,434,456,359,518,722,333,434
"ENSG00000180776.15",1635,1009,1818,1009,2189,2278,1542,1357
"ENSG00000180777.13",5,4,25,5,6,5,1,1
"ENSG00000180787.5",119,94,149,105,114,127,121,110
"ENSG00000180801.13",946,1270,1837,1087,1949,3224,1143,1258
"ENSG00000180806.4",0,2,4,9,16,18,11,10
"ENSG00000180815.14",9,33,8,20,8,60,5,2
"ENSG00000180817.11",1782,1359,1779,846,2162,1929,1332,995
"ENSG00000180818.4",0,0,1,0,1,0,1,0
"ENSG00000180822.11",148,134,174,104,149,221,127,125
"ENSG00000180834.7",35,22,30,16,17,33,21,10
"ENSG00000180846.8",1,2,3,0,2,1,1,1
"ENSG00000180855.15",37,21,54,32,39,40,30,26
"ENSG00000180861.9",0,1,1,0,0,0,0,0
"ENSG00000180867.10",35,39,45,21,55,75,26,17
"ENSG00000180869.4",0,4,1,0,4,0,1,2
"ENSG00000180871.7",2,1,0,2,3,2,1,1
"ENSG00000180875.4",283,137,714,292,290,376,667,354
"ENSG00000180878.2",3,3,3,0,2,4,4,1
"ENSG00000180879.13",1718,1609,1816,1027,1884,2192,1385,1343
"ENSG00000180881.19",147,85,193,80,156,104,117,94
"ENSG00000180884.9",50,46,52,27,58,47,55,36
"ENSG00000180891.12",957,1295,941,787,1069,1693,827,1301
"ENSG00000180900.18",1136,932,1108,533,1337,1756,856,846
"ENSG00000180901.10",1013,882,1157,688,1192,1447,868,1136
"ENSG00000180902.17",457,412,464,207,450,605,418,387
"ENSG00000180914.10",64,133,702,1468,241,1440,67,235
"ENSG00000180917.17",627,514,617,373,643,761,544,469
"ENSG00000180921.6",146,186,225,109,252,350,123,175
"ENSG00000180929.5",1,1,2,0,0,1,1,1
"ENSG00000180934.6",2,2,7,1,14,4,0,8
"ENSG00000180938.5",45,27,60,15,45,41,53,27
"ENSG00000180953.11",51,52,61,36,70,77,42,38
"ENSG00000180957.17",1020,1197,1143,852,1278,1714,880,1159
"ENSG00000180964.16",1150,909,1213,656,1150,1256,923,942
"ENSG00000180974.4",5,14,17,0,12,10,4,2
"ENSG00000180979.9",387,308,489,378,569,591,360,458
"ENSG00000180988.2",0,0,0,0,0,0,0,2
"ENSG00000180992.6",443,316,384,186,515,394,359,247
"ENSG00000180998.11",32,18,52,23,43,34,54,48
"ENSG00000180999.10",0,0,1,0,0,0,0,1
"ENSG00000181004.9",136,156,137,155,150,212,157,191
"ENSG00000181007.8",145,106,188,92,156,198,148,111
"ENSG00000181009.5",0,1,0,1,0,1,0,0
"ENSG00000181013.3",0,0,0,0,0,3,0,0
"ENSG00000181016.9",14,11,22,12,19,21,16,12
"ENSG00000181017.5",0,0,3,0,0,0,1,0
"ENSG00000181019.12",3704,2227,4121,1446,6412,4240,2657,1582
"ENSG00000181026.14",819,724,744,322,909,1163,680,529
"ENSG00000181027.10",431,571,525,442,507,926,381,705
"ENSG00000181029.8",541,529,401,205,445,620,378,375
"ENSG00000181031.15",23,22,18,9,15,28,16,20
"ENSG00000181035.13",228,220,331,152,261,241,230,247
"ENSG00000181036.13",0,3,2,1,5,7,1,0
"ENSG00000181038.13",271,238,248,152,270,338,204,208
"ENSG00000181045.14",376,267,399,178,416,361,341,282
"ENSG00000181061.13",1422,3573,1838,2376,1808,3926,1340,3254
"ENSG00000181072.11",4361,2529,3235,991,3681,3306,4270,2245
"ENSG00000181074.4",2,2,4,1,2,0,1,2
"ENSG00000181085.14",1,0,2,1,2,5,5,4
"ENSG00000181090.20",969,813,1024,490,1182,1216,809,797
"ENSG00000181092.9",1,3,4,1,10,5,3,7
"ENSG00000181097.5",10,6,12,8,16,24,14,23
"ENSG00000181104.6",7127,5589,7071,4493,9166,15937,5405,7013
"ENSG00000181109.3",3,0,1,1,0,0,0,0
"ENSG00000181123.8",0,0,1,0,0,1,0,0
"ENSG00000181126.13",33,22,7,2,8,13,1,8
"ENSG00000181135.15",220,226,254,139,211,260,215,235
"ENSG00000181163.13",9471,8459,13358,6961,13207,13494,9683,8901
"ENSG00000181171.5",0,1,0,0,0,0,1,0
"ENSG00000181191.11",513,381,521,265,511,592,388,337
"ENSG00000181192.11",431,611,491,438,535,944,444,863
"ENSG00000181195.10",151,125,246,171,322,304,164,269
"ENSG00000181215.14",0,0,0,1,0,0,0,2
"ENSG00000181218.5",116,88,91,46,77,53,107,88
"ENSG00000181220.15",427,449,500,284,508,664,340,432
"ENSG00000181222.15",5721,6286,8547,4904,8188,9516,5747,6412
"ENSG00000181227.3",13,7,15,6,13,12,10,6
"ENSG00000181240.13",5,0,2,1,3,7,5,1
"ENSG00000181260.8",0,1,1,0,2,0,0,0
"ENSG00000181264.8",419,417,479,331,368,436,382,364
"ENSG00000181274.6",77,73,57,46,69,87,49,57
"ENSG00000181284.2",39,27,46,30,24,58,28,32
"ENSG00000181291.7",1,1,0,0,1,0,1,0
"ENSG00000181315.10",648,516,724,420,890,970,625,529
"ENSG00000181322.13",10,15,8,8,8,18,3,11
"ENSG00000181333.11",1,0,7,4,4,5,3,2
"ENSG00000181350.11",45,23,75,17,37,26,92,48
"ENSG00000181355.20",1,0,0,0,0,1,0,0
"ENSG00000181359.5",3,0,0,0,1,1,0,0
"ENSG00000181374.7",10,5,37,17,49,90,12,7
"ENSG00000181378.13",0,0,0,0,0,2,1,1
"ENSG00000181381.13",456,549,680,476,832,1477,522,809
"ENSG00000181392.14",8,7,9,6,6,8,2,9
"ENSG00000181396.12",631,493,681,381,765,884,571,448
"ENSG00000181404.15",193,157,245,133,267,279,228,249
"ENSG00000181409.11",4,3,5,1,1,2,11,2
"ENSG00000181418.7",2,1,0,0,3,1,1,2
"ENSG00000181444.12",21,8,10,8,15,4,11,8
"ENSG00000181449.3",1,1,2,0,1,0,0,0
"ENSG00000181450.17",124,84,125,86,134,146,120,116
"ENSG00000181458.10",1481,1144,1530,818,1270,2106,1072,1057
"ENSG00000181467.4",956,365,934,254,1207,541,848,352
"ENSG00000181472.4",605,451,862,308,699,545,770,452
"ENSG00000181481.13",336,393,348,326,393,564,350,487
"ENSG00000181513.14",213,217,341,194,217,285,247,247
"ENSG00000181518.4",0,1,1,0,0,0,0,0
"ENSG00000181523.12",1428,1107,1807,810,1716,1824,1295,1228
"ENSG00000181524.6",2,1,2,0,1,2,0,1
"ENSG00000181541.5",3,5,5,1,0,1,0,2
"ENSG00000181544.13",16,17,32,12,21,50,11,20
"ENSG00000181555.20",1598,1356,1912,1063,2125,2313,1452,1491
"ENSG00000181577.15",0,0,2,0,0,0,1,0
"ENSG00000181585.3",0,0,2,1,8,4,6,0
"ENSG00000181588.16",528,310,425,192,469,397,398,405
"ENSG00000181610.12",386,390,492,357,484,705,360,443
"ENSG00000181616.9",2,0,1,0,1,2,0,0
"ENSG00000181619.11",98,110,89,47,123,196,76,93
"ENSG00000181625.17",33,37,75,53,29,185,59,20
"ENSG00000181626.11",2,3,1,1,6,1,0,5
"ENSG00000181634.7",34,3,56,8,45,21,65,10
"ENSG00000181638.17",349,299,365,172,326,401,342,313
"ENSG00000181649.5",61,89,72,49,99,194,48,64
"ENSG00000181652.19",2,1,6,2,6,11,4,7
"ENSG00000181656.6",0,0,5,0,0,1,2,0
"ENSG00000181666.17",358,266,537,264,569,554,349,325
"ENSG00000181690.7",373,362,503,351,518,541,473,580
"ENSG00000181693.8",1,3,3,4,1,2,2,0
"ENSG00000181704.11",926,754,1021,697,1090,1499,828,963
"ENSG00000181718.6",1,3,5,3,3,2,2,4
"ENSG00000181722.16",832,352,765,167,722,872,545,527
"ENSG00000181741.7",1,1,0,0,0,0,0,0
"ENSG00000181744.8",659,575,764,492,920,1203,802,802
"ENSG00000181751.9",162,187,234,139,179,236,154,258
"ENSG00000181754.6",282,198,395,223,224,228,401,414
"ENSG00000181767.3",1,1,2,0,0,2,1,0
"ENSG00000181773.6",4,0,2,2,1,4,7,1
"ENSG00000181778.4",9,8,33,23,15,15,26,48
"ENSG00000181781.9",1,0,0,1,0,0,0,0
"ENSG00000181785.2",36,39,30,25,38,79,29,41
"ENSG00000181788.3",418,445,429,301,458,607,372,403
"ENSG00000181789.14",3957,3669,4757,2637,4665,6500,3327,3721
"ENSG00000181790.10",3,0,1,1,1,1,4,0
"ENSG00000181798.2",6,3,9,1,5,0,10,4
"ENSG00000181800.5",46,46,27,27,36,84,22,64
"ENSG00000181804.14",860,1184,878,818,967,1015,649,1129
"ENSG00000181817.5",381,344,409,184,368,410,328,290
"ENSG00000181826.9",114,164,98,121,128,257,97,261
"ENSG00000181827.14",986,595,1056,376,1225,1025,844,599
"ENSG00000181830.8",674,812,642,560,610,1380,579,820
"ENSG00000181847.11",0,0,1,0,0,1,0,0
"ENSG00000181852.17",1105,1282,1436,1136,1335,2394,1117,1678
"ENSG00000181856.14",3,12,4,9,7,12,3,5
"ENSG00000181873.12",174,148,177,132,172,232,161,134
"ENSG00000181885.18",20,19,39,42,23,33,28,66
"ENSG00000181894.14",260,173,326,179,353,321,227,213
"ENSG00000181896.11",83,73,128,81,115,161,65,78
"ENSG00000181904.8",1375,1509,1472,1059,1634,2381,1134,1370
"ENSG00000181908.5",0,1,1,0,1,2,1,0
"ENSG00000181915.4",423,323,462,259,434,554,362,372
"ENSG00000181924.6",334,330,404,186,458,676,307,302
"ENSG00000181927.3",0,1,0,0,2,2,0,0
"ENSG00000181929.11",1391,1253,1630,941,1523,1810,1179,1236
"ENSG00000181938.13",49,46,48,26,49,50,35,35
"ENSG00000181982.18",524,409,585,294,570,641,460,387
"ENSG00000181984.11",8,0,0,0,3,0,0,0
"ENSG00000181991.15",451,427,493,235,541,764,336,417
"ENSG00000182004.12",574,507,441,327,453,642,401,385
"ENSG00000182010.10",158,45,226,37,188,87,238,34
"ENSG00000182013.17",484,379,180,88,67,86,213,215
"ENSG00000182021.10",1,3,8,2,10,2,3,1
"ENSG00000182022.17",1008,1163,1561,1012,402,699,1197,1607
"ENSG00000182040.8",0,0,0,0,3,1,3,3
"ENSG00000182050.13",6,9,13,8,16,10,5,7
"ENSG00000182053.12",0,3,0,0,0,0,0,0
"ENSG00000182054.9",742,963,839,608,827,1916,590,797
"ENSG00000182057.4",1,1,3,0,2,6,9,3
"ENSG00000182070.5",4,12,18,6,9,9,7,3
"ENSG00000182087.12",2432,2547,2745,1506,2694,3684,2126,2644
"ENSG00000182093.14",740,738,831,641,720,962,573,711
"ENSG00000182095.14",3992,3920,4751,2797,4665,6339,3747,4555
"ENSG00000182103.4",1,0,2,6,0,2,1,1
"ENSG00000182107.6",67,97,204,222,163,220,194,479
"ENSG00000182108.9",553,556,606,383,617,749,540,540
"ENSG00000182109.7",54,47,68,31,51,46,64,32
"ENSG00000182111.8",3,1,4,1,8,3,1,2
"ENSG00000182117.5",752,733,827,500,915,1221,632,681
"ENSG00000182118.7",84,99,125,89,141,200,88,135
"ENSG00000182134.15",39,34,62,32,30,28,41,28
"ENSG00000182141.10",86,94,107,63,107,117,98,82
"ENSG00000182149.20",2243,2026,2452,1511,2523,2865,2016,2072
"ENSG00000182150.15",544,443,736,388,728,879,541,572
"ENSG00000182154.7",405,465,336,260,283,631,353,527
"ENSG00000182158.14",2573,3390,2801,1906,3435,6540,1841,2895
"ENSG00000182162.10",3,4,1,0,2,3,2,2
"ENSG00000182162.10_PAR_Y",3,4,1,0,2,3,2,2
"ENSG00000182165.17",221,193,273,134,221,230,176,216
"ENSG00000182168.14",10,10,13,3,13,6,45,32
"ENSG00000182173.12",76,84,98,57,122,144,115,97
"ENSG00000182175.13",490,688,576,414,459,457,418,695
"ENSG00000182177.13",4,5,3,2,5,10,9,2
"ENSG00000182179.12",1090,720,1277,463,848,801,799,630
"ENSG00000182180.13",902,751,911,621,942,1079,723,718
"ENSG00000182183.14",8,3,20,6,24,17,7,8
"ENSG00000182185.18",103,38,68,45,95,61,75,61
"ENSG00000182195.7",759,538,841,410,948,922,627,544
"ENSG00000182196.13",1615,1609,1579,929,1627,2105,1332,1379
"ENSG00000182197.10",6345,3590,8603,2338,7497,6046,7013,3277
"ENSG00000182199.10",1778,1065,2006,636,1806,1418,1599,927
"ENSG00000182208.13",417,404,412,284,375,490,396,429
"ENSG00000182218.9",282,240,479,220,202,274,393,413
"ENSG00000182220.14",4461,3895,5722,3697,4874,6167,4337,4731
"ENSG00000182224.11",402,310,463,275,446,513,427,399
"ENSG00000182230.11",14,2,3,11,10,11,9,8
"ENSG00000182240.15",1121,967,605,413,1437,2028,920,928
"ENSG00000182247.9",670,475,1065,693,844,894,709,675
"ENSG00000182253.14",74,49,261,150,79,147,188,142
"ENSG00000182255.6",0,0,0,0,0,2,2,0
"ENSG00000182256.12",1,1,3,1,4,3,1,1
"ENSG00000182257.6",15,13,31,10,29,22,13,20
"ENSG00000182261.3",5,5,11,3,9,70,3,22
"ENSG00000182263.13",184,128,207,79,303,227,191,131
"ENSG00000182264.8",2,3,4,3,5,5,2,3
"ENSG00000182272.11",72,32,105,31,59,37,43,32
"ENSG00000182287.14",573,524,609,521,577,998,686,886
"ENSG00000182307.12",1019,841,1000,703,1150,1415,859,977
"ENSG00000182308.6",5,6,2,2,3,0,3,0
"ENSG00000182310.13",61,47,84,41,118,96,57,30
"ENSG00000182318.5",133,84,122,72,121,96,101,91
"ENSG00000182324.6",19,20,21,20,31,44,24,23
"ENSG00000182325.10",241,250,198,119,198,367,150,205
"ENSG00000182326.14",50683,48546,53042,33442,52574,60407,43716,50382
"ENSG00000182327.7",6,2,7,7,8,9,10,7
"ENSG00000182329.12",8,6,23,2,18,14,21,8
"ENSG00000182330.10",0,21,0,0,0,1,0,0
"ENSG00000182347.10",0,2,3,2,1,1,1,3
"ENSG00000182352.8",1,1,2,0,4,3,0,3
"ENSG00000182359.14",88,75,98,74,63,93,61,75
"ENSG00000182362.13",213,248,206,107,253,284,161,185
"ENSG00000182366.9",1,1,2,0,2,3,2,1
"ENSG00000182372.9",438,312,450,240,553,505,466,437
"ENSG00000182376.2",2,2,2,1,1,5,0,3
"ENSG00000182378.13",103,100,71,37,106,93,86,78
"ENSG00000182378.13_PAR_Y",103,100,71,37,106,93,86,78
"ENSG00000182379.9",31,14,41,7,22,18,29,10
"ENSG00000182389.19",40,24,126,47,78,68,71,47
"ENSG00000182397.14",57,25,95,27,51,47,93,62
"ENSG00000182400.14",507,454,679,455,544,655,539,586
"ENSG00000182405.5",92,77,94,64,113,108,107,70
"ENSG00000182446.13",1818,2015,2176,1542,2223,2962,1695,2005
"ENSG00000182450.12",0,4,2,1,2,0,4,5
"ENSG00000182459.4",0,0,0,0,0,1,0,1
"ENSG00000182463.15",115,84,15,10,7,3,68,57
"ENSG00000182472.8",3,7,8,7,6,7,5,3
"ENSG00000182473.21",3947,2591,4725,1980,5006,5043,3555,2952
"ENSG00000182477.5",0,1,0,0,0,0,0,1
"ENSG00000182481.8",1246,1314,1757,701,1560,1369,1098,900
"ENSG00000182484.15",373,337,452,213,334,404,222,273
"ENSG00000182484.15_PAR_Y",373,337,452,213,334,404,222,273
"ENSG00000182489.8",1,1,3,2,1,1,3,0
"ENSG00000182492.15",8573,4786,9853,4897,13439,12157,10945,8673
"ENSG00000182504.10",201,165,249,137,246,271,188,171
"ENSG00000182508.13",9,1,3,1,1,3,6,0
"ENSG00000182511.11",334,227,184,91,264,268,341,297
"ENSG00000182512.4",426,427,434,254,464,566,366,365
"ENSG00000182518.13",135,98,131,67,130,172,115,107
"ENSG00000182521.5",2,1,3,2,1,0,2,1
"ENSG00000182534.13",6802,6559,8391,5310,9139,13619,6056,6975
"ENSG00000182541.17",532,388,648,416,614,711,466,664
"ENSG00000182544.8",712,697,724,491,606,853,643,681
"ENSG00000182545.6",21,16,18,8,8,22,12,17
"ENSG00000182551.13",1290,1749,1696,1413,1503,2290,1012,1576
"ENSG00000182552.14",594,1329,843,1023,750,1587,715,1701
"ENSG00000182568.16",956,573,1130,531,1112,791,801,812
"ENSG00000182574.8",3,0,1,0,0,0,1,1
"ENSG00000182575.7",140,153,192,352,161,289,220,675
"ENSG00000182578.13",5,6,2,2,4,6,7,4
"ENSG00000182580.2",855,343,643,109,641,325,564,141
"ENSG00000182584.4",13,23,18,7,14,22,8,20
"ENSG00000182585.9",0,2,0,1,1,0,1,2
"ENSG00000182586.8",2,7,1,2,6,3,1,1
"ENSG00000182600.9",12,10,5,7,10,10,10,6
"ENSG00000182606.14",1273,990,1674,921,1768,2284,1178,1240
"ENSG00000182612.10",55,44,79,26,200,224,25,37
"ENSG00000182613.2",5,1,3,4,4,2,4,1
"ENSG00000182621.17",356,184,328,109,498,320,349,234
"ENSG00000182628.12",471,334,607,287,544,512,400,301
"ENSG00000182632.15",13,14,14,6,13,24,6,8
"ENSG00000182636.5",1966,1683,1504,720,1488,1607,1657,1421
"ENSG00000182645.5",0,1,1,1,0,0,0,0
"ENSG00000182648.11",87,70,107,69,96,87,97,88
"ENSG00000182652.2",0,0,0,0,0,2,0,1
"ENSG00000182667.14",120,73,263,68,270,256,180,106
"ENSG00000182670.13",7852,4023,9756,4096,9329,8154,8123,5651
"ENSG00000182674.5",21,6,17,1,4,0,4,1
"ENSG00000182676.4",0,1,0,1,0,1,0,1
"ENSG00000182685.7",30,40,25,37,26,28,17,51
"ENSG00000182687.3",0,1,1,0,2,1,1,0
"ENSG00000182700.4",298,360,392,327,431,533,338,374
"ENSG00000182704.7",734,1413,660,533,957,1939,681,1653
"ENSG00000182712.15",129,144,120,72,138,151,131,137
"ENSG00000182718.16",19360,28503,25868,22903,21700,38461,17469,29239
"ENSG00000182732.16",11,0,12,1,11,2,7,2
"ENSG00000182742.5",303,320,400,261,284,277,279,402
"ENSG00000182749.5",476,515,638,343,656,929,485,541
"ENSG00000182752.9",6386,8325,6286,2859,14565,27292,2949,5568
"ENSG00000182759.3",0,1,0,0,0,1,0,3
"ENSG00000182768.8",2329,1737,2769,1330,2421,2665,1928,1712
"ENSG00000182771.18",89,56,19,8,3,8,4,0
"ENSG00000182774.10",14781,14968,13621,7075,12520,14914,9415,8722
"ENSG00000182776.4",0,0,0,1,1,1,1,0
"ENSG00000182782.7",0,0,1,1,1,1,0,1
"ENSG00000182791.4",7,2,3,1,9,7,8,8
"ENSG00000182795.12",0,0,3,1,0,0,0,4
"ENSG00000182796.13",939,1104,954,755,912,1172,728,1187
"ENSG00000182798.10",0,0,1,0,2,0,1,0
"ENSG00000182809.10",681,980,769,638,621,1190,626,1062
"ENSG00000182810.6",118,88,101,68,112,154,105,128
"ENSG00000182827.8",1491,1305,1587,1055,1832,2224,1329,1335
"ENSG00000182831.11",1600,1408,1641,1068,1816,2368,1427,1523
"ENSG00000182836.9",1,23,5,8,7,160,13,35
"ENSG00000182841.12",203,143,218,99,188,237,87,95
"ENSG00000182853.11",8,14,11,4,2,8,14,8
"ENSG00000182854.8",3,1,3,3,1,1,3,1
"ENSG00000182858.13",667,489,599,272,570,819,419,372
"ENSG00000182866.16",0,2,0,1,1,1,0,1
"ENSG00000182870.12",1,0,2,0,2,1,0,1
"ENSG00000182871.14",3205,3630,2509,1732,4089,6271,2796,4171
"ENSG00000182872.15",669,610,846,419,946,1117,565,576
"ENSG00000182873.5",18,16,37,9,24,36,17,20
"ENSG00000182890.4",25,15,9,8,7,9,13,27
"ENSG00000182896.12",0,0,1,1,0,2,0,0
"ENSG00000182899.14",6477,5835,6457,3650,5885,6835,4611,4460
"ENSG00000182901.16",31,8,16,6,147,107,47,73
"ENSG00000182902.13",8,8,7,9,12,14,7,13
"ENSG00000182903.15",238,201,369,201,436,455,270,298
"ENSG00000182912.6",11,9,25,11,23,33,9,17
"ENSG00000182916.7",518,307,496,240,625,448,418,300
"ENSG00000182919.14",399,334,509,318,549,636,388,428
"ENSG00000182923.16",573,528,669,396,729,835,462,548
"ENSG00000182931.9",6,3,2,0,2,1,4,0
"ENSG00000182934.11",2921,2687,3766,2137,3856,4863,2546,2627
"ENSG00000182944.17",3715,4036,4465,2877,4467,5873,2917,3590
"ENSG00000182950.2",7,4,15,0,9,3,8,7
"ENSG00000182952.4",781,804,907,659,887,1211,769,1018
"ENSG00000182957.15",948,451,863,306,1218,1157,937,626
"ENSG00000182963.9",488,303,419,207,506,521,361,311
"ENSG00000182973.18",330,270,357,224,377,393,267,298
"ENSG00000182979.17",1201,1103,1240,672,1414,1663,1071,1228
"ENSG00000182983.14",84,79,143,70,107,130,103,90
"ENSG00000182985.17",384,107,216,48,62,55,98,38
"ENSG00000182986.12",281,200,370,195,384,447,251,202
"ENSG00000182993.3",28,28,40,22,28,25,43,36
"ENSG00000183010.16",554,289,546,147,471,518,376,190
"ENSG00000183011.13",367,427,465,217,395,565,289,325
"ENSG00000183018.8",3,5,8,1,12,8,9,1
"ENSG00000183020.13",1622,1521,1720,855,2084,2348,1555,1797
"ENSG00000183023.18",1106,373,1729,630,1341,1017,1506,888
"ENSG00000183032.11",7,10,19,6,16,13,14,13
"ENSG00000183044.11",335,681,377,481,406,987,326,702
"ENSG00000183048.11",85,63,70,43,83,150,56,77
"ENSG00000183049.12",397,174,503,193,498,339,351,225
"ENSG00000183054.11",726,389,679,468,1172,488,848,683
"ENSG00000183055.5",0,0,0,2,0,0,0,1
"ENSG00000183060.15",102,110,172,84,156,147,149,162
"ENSG00000183066.14",8,9,16,6,17,15,8,6
"ENSG00000183067.5",1,0,2,0,1,2,4,0
"ENSG00000183077.15",198,198,330,209,317,491,196,270
"ENSG00000183087.14",6929,7792,16564,9815,25108,43773,8528,11489
"ENSG00000183090.5",0,1,2,2,0,0,2,0
"ENSG00000183091.19",12,12,18,11,35,26,18,15
"ENSG00000183092.16",13,2,9,1,2,0,11,1
"ENSG00000183098.10",2926,2124,5618,3119,3220,5257,4946,5210
"ENSG00000183111.11",176,72,369,125,191,245,259,162
"ENSG00000183114.7",1,1,1,0,0,0,0,0
"ENSG00000183117.18",22,14,4,2,8,5,7,3
"ENSG00000183122.5",0,3,1,0,4,3,0,3
"ENSG00000183128.7",0,0,0,0,0,0,0,2
"ENSG00000183134.4",36,62,44,26,3,5,12,26
"ENSG00000183137.14",245,185,285,136,266,238,224,193
"ENSG00000183145.8",2,2,2,0,4,1,2,3
"ENSG00000183146.4",0,4,0,1,1,0,1,1
"ENSG00000183148.6",1,0,0,0,1,1,2,2
"ENSG00000183150.7",2,2,3,1,0,1,2,4
"ENSG00000183153.6",9,7,12,5,0,15,13,14
"ENSG00000183154.1",3,11,8,13,5,11,13,19
"ENSG00000183155.4",164,154,189,142,191,255,153,164
"ENSG00000183160.8",4373,1479,4992,1172,4492,2905,3564,1623
"ENSG00000183161.4",144,118,195,80,144,190,125,118
"ENSG00000183166.10",0,3,0,0,3,2,0,1
"ENSG00000183169.6",1,3,2,1,3,32,1,5
"ENSG00000183171.5",8,7,6,5,10,8,2,11
"ENSG00000183172.8",228,174,233,149,188,259,225,213
"ENSG00000183185.9",0,0,2,0,0,0,0,0
"ENSG00000183186.7",0,0,1,0,1,2,0,0
"ENSG00000183196.8",15,3,5,3,9,10,3,1
"ENSG00000183199.6",0,1,0,0,1,4,1,1
"ENSG00000183206.17",14,10,11,4,31,28,18,15
"ENSG00000183207.13",766,781,801,448,793,1249,562,652
"ENSG00000183208.12",46,46,66,29,65,73,38,50
"ENSG00000183230.16",0,0,1,0,2,1,0,1
"ENSG00000183242.11",1,0,1,0,2,0,2,1
"ENSG00000183246.6",10,12,20,0,0,0,8,0
"ENSG00000183248.11",0,0,3,0,1,0,1,2
"ENSG00000183250.11",28,20,58,23,47,77,34,32
"ENSG00000183255.11",5680,5286,8073,5930,8229,11877,5614,8485
"ENSG00000183258.11",1088,880,1199,558,1233,1984,865,826
"ENSG00000183260.7",0,5,0,0,0,0,0,4
"ENSG00000183273.6",2,1,4,1,0,1,0,0
"ENSG00000183281.14",35,38,92,43,66,73,75,79
"ENSG00000183283.15",3208,3026,3864,2291,4173,4938,2958,3364
"ENSG00000183287.13",4925,6019,6378,5727,5349,9276,5606,9420
"ENSG00000183291.15",2990,2799,3129,2860,3145,4981,2666,3537
"ENSG00000183292.12",3,0,3,4,5,9,3,4
"ENSG00000183298.5",1,1,0,1,2,1,0,3
"ENSG00000183304.10",1,1,1,0,1,0,1,1
"ENSG00000183307.3",10,6,5,4,11,11,9,11
"ENSG00000183308.6",0,0,0,0,0,0,0,2
"ENSG00000183309.11",673,616,853,444,780,826,709,641
"ENSG00000183317.16",0,2,4,2,4,2,4,4
"ENSG00000183323.12",210,165,323,153,205,236,234,221
"ENSG00000183336.8",98,116,151,73,136,153,90,119
"ENSG00000183337.16",588,458,638,256,706,934,486,515
"ENSG00000183340.6",399,285,431,220,405,497,355,303
"ENSG00000183346.6",25,8,74,31,31,44,63,28
"ENSG00000183347.14",1,2,3,0,1,4,1,2
"ENSG00000183354.11",771,583,864,410,1014,1047,690,707
"ENSG00000183378.11",2,1,0,2,3,11,5,1
"ENSG00000183379.8",1,0,2,0,0,2,0,2
"ENSG00000183386.9",420,390,393,239,469,768,418,423
"ENSG00000183389.5",2,0,5,0,7,2,6,1
"ENSG00000183395.4",4,0,3,0,6,0,4,0
"ENSG00000183396.3",1,0,1,0,0,3,0,0
"ENSG00000183397.5",62,67,58,21,45,110,39,79
"ENSG00000183401.11",212,153,260,140,231,233,200,131
"ENSG00000183423.11",0,2,3,1,0,4,5,0
"ENSG00000183426.16",1080,1248,1427,932,1243,1752,1194,1413
"ENSG00000183431.11",1105,1151,1310,821,1402,1744,1117,1324
"ENSG00000183439.7",38,38,32,30,19,26,23,19
"ENSG00000183444.10",31,27,65,19,86,81,37,23
"ENSG00000183454.16",20,2,4,2,15,3,28,1
"ENSG00000183458.13",1571,1511,1412,826,1343,2282,1520,2151
"ENSG00000183474.15",464,459,462,251,448,611,318,277
"ENSG00000183475.12",391,314,431,287,449,511,358,458
"ENSG00000183476.12",5,1,13,1,3,3,2,2
"ENSG00000183479.12",31,23,27,13,25,22,24,17
"ENSG00000183484.11",12,2,5,3,14,4,16,12
"ENSG00000183486.12",118,87,145,79,74,86,78,107
"ENSG00000183495.13",1443,1069,1642,769,1765,2134,1312,1213
"ENSG00000183496.5",445,152,237,28,315,103,235,74
