"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_24_P110827"	"1"	"0.742904"	"0.3433003"	"-4.61"	"0.20483307"	""	""
"A_23_P502609"	"1"	"0.742917"	"-0.3432817"	"-4.61"	"-0.16159744"	"PIGQ"	"phosphatidylinositol glycan anchor biosynthesis class Q"
"A_32_P540991"	"1"	"0.742919"	"0.3432786"	"-4.61"	"0.15415828"	"DGKE"	"diacylglycerol kinase epsilon"
"A_24_P336113"	"1"	"0.742987"	"-0.3431844"	"-4.61"	"-0.1541834"	"CABIN1"	"calcineurin binding protein 1"
"A_24_P849628"	"1"	"0.742999"	"-0.343168"	"-4.61"	"-0.15386863"	"NELFE"	"negative elongation factor complex member E"
"A_32_P10432"	"1"	"0.743004"	"0.3431602"	"-4.61"	"0.16059925"	""	""
"A_32_P56497"	"1"	"0.743014"	"-0.3431463"	"-4.61"	"-0.18665593"	"NHLRC3"	"NHL repeat containing 3"
"A_32_P425998"	"1"	"0.743025"	"-0.3431309"	"-4.61"	"-0.15542234"	"IGFN1"	"immunoglobulin-like and fibronectin type III domain containing 1"
"A_32_P160200"	"1"	"0.743054"	"-0.3430902"	"-4.61"	"-0.16228673"	""	""
"A_23_P428485"	"1"	"0.743079"	"-0.3430555"	"-4.61"	"-0.25905781"	"SPHKAP"	"SPHK1 interactor, AKAP domain containing"
"A_24_P400412"	"1"	"0.743084"	"0.3430487"	"-4.61"	"0.19604921"	""	""
"A_23_P51376"	"1"	"0.743087"	"-0.3430439"	"-4.61"	"-0.230321"	"NKAIN1"	"Na+/K+ transporting ATPase interacting 1"
"A_32_P4337"	"1"	"0.743088"	"-0.3430429"	"-4.61"	"-0.17822876"	""	""
"A_23_P210176"	"1"	"0.743103"	"-0.3430225"	"-4.61"	"-0.18068939"	"ITGA6"	"integrin subunit alpha 6"
"A_24_P53215"	"1"	"0.743127"	"-0.3429885"	"-4.61"	"-0.15996928"	"UNC13D"	"unc-13 homolog D"
"A_23_P59410"	"1"	"0.743162"	"0.3429393"	"-4.61"	"0.30970344"	"KIF25"	"kinesin family member 25"
"A_24_P170660"	"1"	"0.743195"	"-0.3428938"	"-4.61"	"-0.20636958"	"SPEN"	"spen family transcriptional repressor"
"A_23_P131935"	"1"	"0.743204"	"-0.3428805"	"-4.61"	"-0.23136798"	"FERMT1"	"fermitin family member 1"
"A_23_P257649"	"1"	"0.743206"	"-0.3428779"	"-4.61"	"-0.18329343"	"RBP1"	"retinol binding protein 1"
"A_23_P50597"	"1"	"0.743224"	"0.3428524"	"-4.61"	"0.16654635"	""	""
"A_24_P221634"	"1"	"0.743231"	"0.3428432"	"-4.61"	"0.2571599"	"NSF"	"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
"A_24_P884376"	"1"	"0.743252"	"0.3428143"	"-4.61"	"0.15724758"	""	""
"A_23_P22433"	"1"	"0.743255"	"-0.3428094"	"-4.61"	"-0.1644845"	"RP2"	"retinitis pigmentosa 2 (X-linked recessive)"
"A_23_P24260"	"1"	"0.743261"	"0.3428019"	"-4.61"	"0.20034262"	"ENTPD1"	"ectonucleoside triphosphate diphosphohydrolase 1"
"A_24_P203407"	"1"	"0.743322"	"0.3427159"	"-4.61"	"0.33353831"	"FITM2"	"fat storage inducing transmembrane protein 2"
"A_32_P92274"	"1"	"0.743336"	"0.3426962"	"-4.61"	"0.19692207"	""	""
"A_32_P235185"	"1"	"0.743357"	"-0.3426677"	"-4.61"	"-0.18186787"	""	""
"A_24_P923807"	"1"	"0.743361"	"0.3426616"	"-4.61"	"0.30236343"	""	""
"A_24_P322025"	"1"	"0.743425"	"-0.3425717"	"-4.61"	"-0.16018716"	"CREBBP"	"CREB binding protein"
"A_23_P2052"	"1"	"0.743438"	"0.3425542"	"-4.61"	"0.20276306"	"MMP26"	"matrix metallopeptidase 26"
"A_23_P31323"	"1"	"0.743452"	"-0.3425339"	"-4.61"	"-0.30987508"	"ACTB"	"actin beta"
"A_23_P31602"	"1"	"0.743505"	"0.3424605"	"-4.61"	"0.1603075"	"BUD31"	"BUD31 homolog"
"A_24_P389218"	"1"	"0.743519"	"0.3424405"	"-4.61"	"0.18876357"	"ARHGEF5"	"Rho guanine nucleotide exchange factor 5"
"A_24_P771173"	"1"	"0.743521"	"0.3424377"	"-4.61"	"0.30614078"	""	""
"A_32_P5205"	"1"	"0.743586"	"0.3423472"	"-4.61"	"0.20037548"	""	""
"A_23_P112602"	"1"	"0.743596"	"-0.3423331"	"-4.61"	"-0.17200192"	"TRIM62"	"tripartite motif containing 62"
"A_24_P674479"	"1"	"0.743642"	"0.3422689"	"-4.61"	"0.21779065"	"FAM122C"	"family with sequence similarity 122C"
"A_23_P408675"	"1"	"0.743673"	"0.3422262"	"-4.61"	"0.16544408"	"BTAF1"	"B-TFIID TATA-box binding protein associated factor 1"
"A_32_P150130"	"1"	"0.743741"	"-0.3421303"	"-4.61"	"-0.20050397"	"PLEKHA2"	"pleckstrin homology domain containing A2"
"A_24_P806389"	"1"	"0.743743"	"-0.3421276"	"-4.61"	"-0.25059707"	""	""
"A_24_P48898"	"1"	"0.74378"	"-0.3420761"	"-4.61"	"-0.16693117"	"APOL2"	"apolipoprotein L2"
"A_23_P46813"	"1"	"0.743785"	"0.342069"	"-4.61"	"0.1865106"	"CPEB3"	"cytoplasmic polyadenylation element binding protein 3"
"A_23_P304991"	"1"	"0.743813"	"0.3420307"	"-4.61"	"0.15840301"	"HLCS"	"holocarboxylase synthetase"
"A_24_P615207"	"1"	"0.74382"	"-0.3420208"	"-4.61"	"-0.1866527"	""	""
"A_32_P47641"	"1"	"0.743834"	"-0.3420008"	"-4.61"	"-0.24199287"	""	""
"A_32_P100464"	"1"	"0.743866"	"0.3419563"	"-4.61"	"0.167691"	"TGFBR3L"	"transforming growth factor beta receptor 3 like"
"A_24_P9883"	"1"	"0.743871"	"-0.3419489"	"-4.61"	"-0.21515994"	"AP5B1"	"adaptor related protein complex 5 beta 1 subunit"
"A_23_P25403"	"1"	"0.743892"	"-0.3419199"	"-4.61"	"-0.17333005"	"HCFC2"	"host cell factor C2"
"A_23_P215009"	"1"	"0.743907"	"-0.3418991"	"-4.61"	"-0.29283157"	"FAM65B"	"family with sequence similarity 65 member B"
"A_24_P222365"	"1"	"0.743918"	"-0.3418834"	"-4.61"	"-0.21102103"	"LARP4"	"La ribonucleoprotein domain family member 4"
"A_24_P935318"	"1"	"0.743942"	"-0.3418494"	"-4.61"	"-0.17189878"	"MRPS11"	"mitochondrial ribosomal protein S11"
"A_24_P95059"	"1"	"0.743943"	"0.3418483"	"-4.61"	"0.15516202"	"ZP3"	"zona pellucida glycoprotein 3 (sperm receptor)"
"A_24_P349489"	"1"	"0.743951"	"0.3418375"	"-4.61"	"0.16294921"	""	""
"A_23_P142272"	"1"	"0.743997"	"0.3417735"	"-4.61"	"0.17826321"	"PAF1"	"PAF1 homolog, Paf1/RNA polymerase II complex component"
"A_23_P3193"	"1"	"0.744"	"0.3417687"	"-4.61"	"0.16950426"	"GOLGA5"	"golgin A5"
"A_24_P134816"	"1"	"0.744008"	"-0.3417575"	"-4.61"	"-0.1934278"	"BCL9L"	"B-cell CLL/lymphoma 9-like"
"A_23_P136961"	"1"	"0.744014"	"0.3417494"	"-4.61"	"0.16291054"	""	""
"A_23_P50817"	"1"	"0.744034"	"-0.3417222"	"-4.61"	"-0.24886063"	"TTYH1"	"tweety family member 1"
"A_24_P767422"	"1"	"0.744067"	"0.3416753"	"-4.61"	"0.15956591"	"HNRNPCL1"	"heterogeneous nuclear ribonucleoprotein C-like 1"
"A_23_P11461"	"1"	"0.744112"	"-0.3416127"	"-4.61"	"-0.16366527"	"UBE2V1"	"ubiquitin conjugating enzyme E2 V1"
"A_23_P77020"	"1"	"0.744118"	"0.3416039"	"-4.61"	"0.16371264"	"TINF2"	"TERF1 interacting nuclear factor 2"
"A_32_P75501"	"1"	"0.744127"	"-0.341592"	"-4.61"	"-0.15480414"	""	""
"A_24_P401894"	"1"	"0.744156"	"-0.3415509"	"-4.61"	"-0.18394409"	"LOC100131150"	"uncharacterized LOC100131150"
"A_24_P942773"	"1"	"0.744163"	"0.3415413"	"-4.61"	"0.15959842"	"SLMAP"	"sarcolemma associated protein"
"A_24_P208513"	"1"	"0.744175"	"-0.3415252"	"-4.61"	"-0.18934875"	"WNT6"	"Wnt family member 6"
"A_24_P337058"	"1"	"0.744187"	"0.3415084"	"-4.61"	"0.22727681"	"CCNL1"	"cyclin L1"
"A_23_P348138"	"1"	"0.744205"	"-0.3414828"	"-4.61"	"-0.18105893"	"MKL1"	"megakaryoblastic leukemia (translocation) 1"
"A_23_P408095"	"1"	"0.744216"	"-0.3414668"	"-4.61"	"-0.15555006"	"DSTN"	"destrin, actin depolymerizing factor"
"A_23_P314666"	"1"	"0.74423"	"0.3414473"	"-4.61"	"0.16919755"	"SMIM12"	"small integral membrane protein 12"
"A_24_P556883"	"1"	"0.744245"	"-0.3414266"	"-4.61"	"-0.17456731"	""	""
"A_24_P142151"	"1"	"0.744248"	"0.3414224"	"-4.61"	"0.1707033"	"LRRC28"	"leucine rich repeat containing 28"
"A_23_P98844"	"1"	"0.744257"	"-0.3414107"	"-4.61"	"-0.29629646"	"ARHGEF25"	"Rho guanine nucleotide exchange factor 25"
"A_23_P35194"	"1"	"0.744258"	"-0.341409"	"-4.61"	"-0.15787381"	"EIF1AX"	"eukaryotic translation initiation factor 1A, X-linked"
"A_23_P115046"	"1"	"0.744271"	"0.34139"	"-4.61"	"0.24629598"	"EIF2B3"	"eukaryotic translation initiation factor 2B subunit gamma"
"A_23_P358195"	"1"	"0.744281"	"-0.3413771"	"-4.61"	"-0.15979963"	"GOLGA6L10"	"golgin A6 family-like 10"
"A_23_P129835"	"1"	"0.744283"	"0.3413741"	"-4.61"	"0.29736921"	"PPP1R1B"	"protein phosphatase 1 regulatory inhibitor subunit 1B"
"A_23_P103812"	"1"	"0.744292"	"-0.3413611"	"-4.61"	"-0.28753813"	"BRINP3"	"BMP/retinoic acid inducible neural specific 3"
"A_23_P252306"	"1"	"0.744297"	"0.3413539"	"-4.61"	"0.34672735"	"ID1"	"inhibitor of DNA binding 1, HLH protein"
"A_32_P15421"	"1"	"0.744299"	"0.341352"	"-4.61"	"0.23408132"	"RNF185"	"ring finger protein 185"
"A_32_P100641"	"1"	"0.744299"	"-0.341351"	"-4.61"	"-0.2061753"	""	""
"A_23_P370682"	"1"	"0.74433"	"0.3413089"	"-4.61"	"0.2231529"	"BATF2"	"basic leucine zipper ATF-like transcription factor 2"
"A_24_P931355"	"1"	"0.744342"	"0.3412915"	"-4.61"	"0.19345539"	"CFTR"	"cystic fibrosis transmembrane conductance regulator"
"A_23_P109877"	"1"	"0.744345"	"-0.3412877"	"-4.61"	"-0.17037631"	"WDR82"	"WD repeat domain 82"
"A_23_P123905"	"1"	"0.74436"	"-0.3412668"	"-4.61"	"-0.15709361"	"EXOSC3"	"exosome component 3"
"A_32_P43855"	"1"	"0.74436"	"-0.3412659"	"-4.61"	"-0.24446915"	""	""
"A_23_P312718"	"1"	"0.744406"	"-0.341202"	"-4.61"	"-0.16068804"	"PNPLA8"	"patatin like phospholipase domain containing 8"
"A_32_P104432"	"1"	"0.744427"	"0.3411722"	"-4.61"	"0.31023535"	"SMIM10L2B"	"small integral membrane protein 10 like 2B"
"A_23_P29378"	"1"	"0.744446"	"-0.3411458"	"-4.61"	"-0.16576817"	"RNF13"	"ring finger protein 13"
"A_23_P59202"	"1"	"0.744447"	"-0.3411453"	"-4.61"	"-0.1541128"	"TAF11"	"TATA-box binding protein associated factor 11"
"A_32_P105730"	"1"	"0.744492"	"-0.3410821"	"-4.61"	"-0.17287057"	""	""
"A_24_P336551"	"1"	"0.744529"	"0.3410303"	"-4.61"	"0.20603775"	"BGLAP"	"bone gamma-carboxyglutamate protein"
"A_23_P390726"	"1"	"0.744538"	"0.3410184"	"-4.61"	"0.18210658"	"TTC23L"	"tetratricopeptide repeat domain 23 like"
"A_23_P212675"	"1"	"0.744553"	"-0.3409967"	"-4.61"	"-0.18454752"	"NME9"	"NME/NM23 family member 9"
"A_24_P466404"	"1"	"0.744571"	"-0.3409716"	"-4.61"	"-0.26045937"	""	""
"A_32_P139400"	"1"	"0.744575"	"0.3409658"	"-4.61"	"0.17104243"	""	""
"A_23_P9894"	"1"	"0.744587"	"-0.3409492"	"-4.61"	"-0.15925734"	"PRMT3"	"protein arginine methyltransferase 3"
"A_24_P263443"	"1"	"0.744591"	"-0.3409438"	"-4.61"	"-0.20887375"	""	""
"A_23_P41286"	"1"	"0.744606"	"0.3409235"	"-4.61"	"0.1549488"	"CTBP1"	"C-terminal binding protein 1"
"A_23_P86975"	"1"	"0.744607"	"-0.3409217"	"-4.61"	"-0.26962119"	"CARD18"	"caspase recruitment domain family member 18"
"A_24_P269062"	"1"	"0.744614"	"0.3409121"	"-4.61"	"0.3102937"	"SPRY4"	"sprouty RTK signaling antagonist 4"
"A_24_P450870"	"1"	"0.744633"	"0.3408855"	"-4.61"	"0.23476316"	""	""
"A_23_P319626"	"1"	"0.744636"	"0.3408811"	"-4.61"	"0.20397448"	"ELAVL3"	"ELAV like neuron-specific RNA binding protein 3"
"A_23_P36795"	"1"	"0.74465"	"0.3408612"	"-4.61"	"0.19822528"	"SYT1"	"synaptotagmin 1"
"A_23_P146066"	"1"	"0.744655"	"0.3408547"	"-4.61"	"0.25073478"	"SPAG1"	"sperm associated antigen 1"
"A_23_P108170"	"1"	"0.744664"	"0.340842"	"-4.61"	"0.16276715"	"PSG6"	"pregnancy specific beta-1-glycoprotein 6"
"A_23_P97584"	"1"	"0.744668"	"-0.3408367"	"-4.61"	"-0.16251756"	"DNTTIP2"	"deoxynucleotidyltransferase terminal interacting protein 2"
"A_24_P251661"	"1"	"0.744678"	"0.3408226"	"-4.61"	"0.1642027"	"KCNMB3"	"potassium calcium-activated channel subfamily M regulatory beta subunit 3"
"A_32_P439561"	"1"	"0.744683"	"-0.3408158"	"-4.61"	"-0.17893285"	""	""
"A_23_P21230"	"1"	"0.744683"	"-0.3408148"	"-4.61"	"-0.15852122"	"TRIM37"	"tripartite motif containing 37"
"A_24_P350126"	"1"	"0.744691"	"-0.3408039"	"-4.61"	"-0.16708178"	""	""
"A_24_P152468"	"1"	"0.744692"	"0.3408024"	"-4.61"	"0.16823824"	""	""
"A_24_P112803"	"1"	"0.744699"	"-0.3407934"	"-4.61"	"-0.16999347"	"SOX1"	"SRY-box 1"
"A_24_P34545"	"1"	"0.744724"	"0.3407581"	"-4.61"	"0.23338559"	"ING5"	"inhibitor of growth family member 5"
"A_23_P412059"	"1"	"0.744736"	"0.3407416"	"-4.61"	"0.19875011"	""	""
"A_32_P21222"	"1"	"0.74476"	"-0.3407076"	"-4.61"	"-0.37563032"	""	""
"A_23_P500734"	"1"	"0.744787"	"-0.3406703"	"-4.61"	"-0.1590762"	"POGZ"	"pogo transposable element with ZNF domain"
"A_23_P215275"	"1"	"0.744827"	"-0.3406149"	"-4.61"	"-0.20450211"	"LMTK2"	"lemur tyrosine kinase 2"
"A_24_P380022"	"1"	"0.744841"	"-0.3405956"	"-4.61"	"-0.2265597"	"EIF5A2"	"eukaryotic translation initiation factor 5A2"
"A_23_P303155"	"1"	"0.744844"	"-0.3405913"	"-4.61"	"-0.19257379"	"TMEM87B"	"transmembrane protein 87B"
"A_24_P314290"	"1"	"0.744857"	"-0.3405729"	"-4.61"	"-0.18092151"	""	""
"A_23_P130531"	"1"	"0.744871"	"-0.3405531"	"-4.61"	"-0.155622"	"CDC37"	"cell division cycle 37"
"A_32_P172453"	"1"	"0.744898"	"0.3405159"	"-4.61"	"0.32849479"	""	""
"A_23_P114783"	"1"	"0.744906"	"0.3405035"	"-4.61"	"0.15314665"	"PARP1"	"poly(ADP-ribose) polymerase 1"
"A_24_P200652"	"1"	"0.744911"	"0.3404972"	"-4.61"	"0.19298494"	"C6orf62"	"chromosome 6 open reading frame 62"
"A_32_P41173"	"1"	"0.744914"	"0.3404935"	"-4.61"	"0.19853079"	""	""
"A_24_P363609"	"1"	"0.744914"	"-0.3404933"	"-4.61"	"-0.17610917"	"IRF5"	"interferon regulatory factor 5"
"A_23_P20606"	"1"	"0.744931"	"-0.3404698"	"-4.61"	"-0.1793085"	"NIPSNAP3A"	"nipsnap homolog 3A"
"A_23_P124927"	"1"	"0.74496"	"0.3404288"	"-4.61"	"0.16734277"	"RGS14"	"regulator of G-protein signaling 14"
"A_32_P94618"	"1"	"0.744987"	"-0.3403906"	"-4.61"	"-0.27507378"	""	""
"A_24_P367069"	"1"	"0.744987"	"-0.3403905"	"-4.61"	"-0.15886979"	""	""
"A_32_P37510"	"1"	"0.744988"	"-0.3403895"	"-4.61"	"-0.16876279"	""	""
"A_23_P70951"	"1"	"0.744996"	"-0.3403782"	"-4.61"	"-0.34466206"	"KBTBD2"	"kelch repeat and BTB domain containing 2"
"A_23_P66787"	"1"	"0.745004"	"-0.3403672"	"-4.61"	"-0.15754033"	"ACLY"	"ATP citrate lyase"
"A_23_P114423"	"1"	"0.745006"	"0.3403645"	"-4.61"	"0.19425638"	"RGN"	"regucalcin"
"A_24_P71244"	"1"	"0.745017"	"-0.3403496"	"-4.61"	"-0.20623175"	"PIK3CD"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"A_32_P67610"	"1"	"0.745034"	"-0.3403252"	"-4.61"	"-0.16113566"	"FBXL4"	"F-box and leucine rich repeat protein 4"
"A_24_P115490"	"1"	"0.745035"	"-0.3403237"	"-4.61"	"-0.1552215"	"PTCH1"	"patched 1"
"A_24_P148321"	"1"	"0.745042"	"-0.3403141"	"-4.61"	"-0.37423382"	"HIST2H2BE"	"histone cluster 2, H2be"
"A_32_P54186"	"1"	"0.745073"	"0.3402708"	"-4.61"	"0.19719319"	""	""
"A_23_P52639"	"1"	"0.745076"	"0.3402667"	"-4.61"	"0.15454293"	"COX8A"	"cytochrome c oxidase subunit 8A"
"A_23_P53057"	"1"	"0.745078"	"0.3402639"	"-4.61"	"0.21520383"	"ZNF215"	"zinc finger protein 215"
"A_24_P419169"	"1"	"0.745113"	"-0.3402149"	"-4.61"	"-0.18081508"	""	""
"A_24_P274814"	"1"	"0.745126"	"-0.340197"	"-4.61"	"-0.2386568"	"TBXAS1"	"thromboxane A synthase 1"
"A_23_P37375"	"1"	"0.745153"	"0.3401592"	"-4.61"	"0.17411945"	"RPS6KA5"	"ribosomal protein S6 kinase A5"
"A_24_P921477"	"1"	"0.745154"	"0.3401576"	"-4.61"	"0.17083935"	"METTL23"	"methyltransferase like 23"
"A_24_P891276"	"1"	"0.745163"	"-0.3401456"	"-4.61"	"-0.18962924"	""	""
"A_32_P170436"	"1"	"0.745201"	"0.340092"	"-4.61"	"0.17889464"	""	""
"A_24_P23527"	"1"	"0.745225"	"0.3400592"	"-4.61"	"0.1592329"	"THAP5"	"THAP domain containing 5"
"A_23_P216038"	"1"	"0.74523"	"-0.3400516"	"-4.61"	"-0.21886449"	""	""
"A_24_P341616"	"1"	"0.74528"	"0.3399828"	"-4.61"	"0.17393628"	""	""
"A_32_P235872"	"1"	"0.745306"	"-0.3399455"	"-4.61"	"-0.15239292"	"CAPRIN1"	"cell cycle associated protein 1"
"A_32_P183904"	"1"	"0.745318"	"-0.3399296"	"-4.61"	"-0.16839351"	"SHF"	"Src homology 2 domain containing F"
"A_23_P218476"	"1"	"0.745335"	"-0.3399058"	"-4.61"	"-0.16669663"	"B9D2"	"B9 protein domain 2"
"A_24_P221424"	"1"	"0.745361"	"-0.3398685"	"-4.61"	"-0.15616664"	"ZNF784"	"zinc finger protein 784"
"A_23_P96285"	"1"	"0.745369"	"0.3398573"	"-4.61"	"0.1977392"	"REEP1"	"receptor accessory protein 1"
"A_24_P379939"	"1"	"0.745403"	"-0.3398098"	"-4.61"	"-0.17335603"	"WDR82"	"WD repeat domain 82"
"A_23_P404871"	"1"	"0.745404"	"0.3398091"	"-4.61"	"0.16328672"	"ERGIC1"	"endoplasmic reticulum-golgi intermediate compartment 1"
"A_32_P28309"	"1"	"0.745438"	"-0.3397621"	"-4.61"	"-0.34300732"	""	""
"A_32_P205110"	"1"	"0.745456"	"0.3397359"	"-4.61"	"0.17195561"	"FOXC1"	"forkhead box C1"
"A_23_P141651"	"1"	"0.745459"	"0.3397329"	"-4.61"	"0.15243864"	"NCOR1"	"nuclear receptor corepressor 1"
"A_23_P207632"	"1"	"0.745463"	"0.3397265"	"-4.61"	"0.19116405"	"ATP2A3"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"
"A_23_P137634"	"1"	"0.745473"	"0.3397129"	"-4.61"	"0.41586355"	"PROX1"	"prospero homeobox 1"
"A_24_P328492"	"1"	"0.745477"	"-0.3397072"	"-4.61"	"-0.17541699"	"SOCS5"	"suppressor of cytokine signaling 5"
"A_23_P328206"	"1"	"0.745499"	"-0.3396768"	"-4.61"	"-0.27032799"	"DNMBP"	"dynamin binding protein"
"A_24_P144337"	"1"	"0.745532"	"0.3396308"	"-4.61"	"0.15342563"	""	""
"A_24_P49411"	"1"	"0.745543"	"0.3396153"	"-4.61"	"0.15625608"	"DEF8"	"differentially expressed in FDCP 8 homolog"
"A_32_P118010"	"1"	"0.74558"	"-0.3395631"	"-4.61"	"-0.38921185"	""	""
"A_23_P329271"	"1"	"0.745603"	"0.3395314"	"-4.61"	"0.1697812"	"MC1R"	"melanocortin 1 receptor"
"A_24_P237613"	"1"	"0.745604"	"0.3395306"	"-4.61"	"0.17786041"	"USP12"	"ubiquitin specific peptidase 12"
"A_23_P118693"	"1"	"0.745639"	"-0.3394814"	"-4.61"	"-0.15673808"	"FOXN1"	"forkhead box N1"
"A_23_P202392"	"1"	"0.745646"	"-0.3394716"	"-4.61"	"-0.1529504"	"SUV39H2"	"suppressor of variegation 3-9 homolog 2"
"A_23_P159865"	"1"	"0.745735"	"-0.3393478"	"-4.61"	"-0.1748487"	"UPRT"	"uracil phosphoribosyltransferase homolog"
"A_23_P209408"	"1"	"0.745793"	"-0.3392666"	"-4.61"	"-0.21236757"	"CASP10"	"caspase 10"
"A_23_P250173"	"1"	"0.745803"	"-0.3392523"	"-4.61"	"-0.17514948"	"CNTN3"	"contactin 3"
"A_32_P160875"	"1"	"0.745804"	"-0.3392508"	"-4.61"	"-0.24049037"	""	""
"A_32_P50452"	"1"	"0.745832"	"-0.3392125"	"-4.61"	"-0.17014254"	"SMS"	"spermine synthase"
"A_23_P116557"	"1"	"0.745873"	"-0.339155"	"-4.61"	"-0.23738992"	"LGALS9"	"galectin 9"
"A_24_P410000"	"1"	"0.745877"	"0.3391489"	"-4.61"	"0.20081741"	""	""
"A_32_P101110"	"1"	"0.745893"	"-0.3391266"	"-4.61"	"-0.25597107"	"LINC01013"	"long intergenic non-protein coding RNA 1013"
"A_32_P206293"	"1"	"0.745921"	"0.3390875"	"-4.61"	"0.16741083"	"ZNF322"	"zinc finger protein 322"
"A_24_P712271"	"1"	"0.745937"	"-0.3390653"	"-4.61"	"-0.1745756"	"GPAT2"	"glycerol-3-phosphate acyltransferase 2, mitochondrial"
"A_24_P241815"	"1"	"0.745956"	"0.3390389"	"-4.61"	"0.23907875"	"JUNB"	"JunB proto-oncogene, AP-1 transcription factor subunit"
"A_24_P57889"	"1"	"0.745959"	"-0.3390349"	"-4.61"	"-0.1963158"	""	""
"A_24_P18917"	"1"	"0.746009"	"0.3389655"	"-4.61"	"0.1661167"	"LMF1"	"lipase maturation factor 1"
"A_32_P198620"	"1"	"0.746041"	"0.3389205"	"-4.61"	"0.20043247"	""	""
"A_23_P368558"	"1"	"0.746086"	"-0.3388574"	"-4.61"	"-0.16547774"	"TMEM131"	"transmembrane protein 131"
"A_23_P9435"	"1"	"0.746098"	"0.3388413"	"-4.61"	"0.43519004"	"SLC25A25"	"solute carrier family 25 member 25"
"A_23_P417144"	"1"	"0.746115"	"0.3388168"	"-4.61"	"0.17716607"	"RAI1"	"retinoic acid induced 1"
"A_24_P500422"	"1"	"0.746125"	"-0.3388027"	"-4.61"	"-0.19987674"	"LOC730101"	"uncharacterized LOC730101"
"A_24_P910963"	"1"	"0.746138"	"-0.3387847"	"-4.61"	"-0.16695009"	""	""
"A_32_P134580"	"1"	"0.746139"	"-0.3387842"	"-4.61"	"-0.1575236"	"HMGB1"	"high mobility group box 1"
"A_23_P125837"	"1"	"0.746155"	"-0.3387612"	"-4.61"	"-0.18537805"	"PBDC1"	"polysaccharide biosynthesis domain containing 1"
"A_32_P52414"	"1"	"0.746185"	"-0.3387192"	"-4.61"	"-0.1755176"	"RASSF10"	"Ras association domain family member 10"
"A_23_P27584"	"1"	"0.746198"	"-0.3387018"	"-4.61"	"-0.15304816"	"MYADM"	"myeloid associated differentiation marker"
"A_24_P569907"	"1"	"0.7462"	"-0.3386983"	"-4.61"	"-0.16346127"	"ELP2"	"elongator acetyltransferase complex subunit 2"
"A_24_P32887"	"1"	"0.746235"	"-0.3386495"	"-4.61"	"-0.15363979"	"BRD3"	"bromodomain containing 3"
"A_24_P100234"	"1"	"0.746243"	"0.3386393"	"-4.61"	"0.16637416"	"MORC2"	"MORC family CW-type zinc finger 2"
"A_23_P42397"	"1"	"0.746322"	"0.3385277"	"-4.61"	"0.16963468"	"PRSS35"	"protease, serine 35"
"A_24_P180242"	"1"	"0.746325"	"0.3385238"	"-4.61"	"0.30313772"	"STIM2"	"stromal interaction molecule 2"
"A_32_P1701"	"1"	"0.746341"	"-0.3385013"	"-4.61"	"-0.20963235"	"POLA1"	"DNA polymerase alpha 1, catalytic subunit"
"A_23_P14105"	"1"	"0.746363"	"-0.3384714"	"-4.61"	"-0.38873021"	"RCBTB2"	"RCC1 and BTB domain containing protein 2"
"A_24_P257348"	"1"	"0.746378"	"0.338451"	"-4.61"	"0.17534061"	"ARL6IP5"	"ADP ribosylation factor like GTPase 6 interacting protein 5"
"A_24_P347185"	"1"	"0.746388"	"-0.3384366"	"-4.61"	"-0.1653899"	"NPFF"	"neuropeptide FF-amide peptide precursor"
"A_23_P308483"	"1"	"0.74641"	"-0.3384062"	"-4.61"	"-0.24849409"	"MAP3K15"	"mitogen-activated protein kinase kinase kinase 15"
"A_24_P247493"	"1"	"0.74641"	"-0.3384059"	"-4.61"	"-0.15503982"	""	""
"A_23_P166758"	"1"	"0.746437"	"0.3383678"	"-4.61"	"0.19005019"	"SLC6A1"	"solute carrier family 6 member 1"
"A_24_P405205"	"1"	"0.746451"	"0.3383486"	"-4.61"	"0.18134444"	"ATP2B4"	"ATPase plasma membrane Ca2+ transporting 4"
"A_23_P332908"	"1"	"0.746452"	"-0.3383474"	"-4.61"	"-0.19609917"	"ZFC3H1"	"zinc finger C3H1-type containing"
"A_23_P253661"	"1"	"0.746456"	"0.3383415"	"-4.61"	"0.15435031"	"DNAJC22"	"DnaJ heat shock protein family (Hsp40) member C22"
"A_24_P348208"	"1"	"0.746468"	"-0.3383254"	"-4.61"	"-0.16710141"	"ZNF562"	"zinc finger protein 562"
"A_32_P309404"	"1"	"0.746518"	"-0.338255"	"-4.61"	"-0.21187276"	"SLC22A3"	"solute carrier family 22 member 3"
"A_23_P163858"	"1"	"0.746534"	"-0.3382326"	"-4.61"	"-0.1890778"	"ZNRF1"	"zinc and ring finger 1, E3 ubiquitin protein ligase"
"A_24_P254437"	"1"	"0.746562"	"-0.3381933"	"-4.61"	"-0.1597038"	""	""
"A_23_P399112"	"1"	"0.746578"	"0.3381709"	"-4.61"	"0.16551036"	"MYADM"	"myeloid associated differentiation marker"
"A_23_P45851"	"1"	"0.746615"	"0.3381193"	"-4.61"	"0.15380144"	"MFSD14A"	"major facilitator superfamily domain containing 14A"
